ensembl.gene.id	X0610	X0687	X1809	X1812	X1938	X1941
LY75	1151	792	607	561	889	1219
ARID4B	2011	2306	1630	1529	1426	1674
SDCCAG8	488	503	473	520	429	522
PTPRN	273	578	174	281	127	205
HHAT	114	90	117	122	111	106
KIF1B	1050	1619	992	1445	1053	892
FOXC1	124	198	158	164	76	89
TBC1D22A	1316	1105	1396	1435	1677	1606
SYNE2	3286	1869	3580	2305	3573	3019
PLEKHH1	438	748	677	655	731	292
ATP9A	1032	1163	1279	1542	1807	1037
SPO11	0	0	3	0	0	0
CBLN4	12	3	6	6	10	10
CHRDL2	2006	4064	1868	2989	2006	4064
FAM168A	1236	1741	1508	1825	1236	1741
RELT	825	1287	704	1300	825	1287
GALC	767	1475	902	1105	794	1037
NOP58	2165	1787	1425	1855	1622	2012
SZRD1	2861	3367	2227	3141	2838	3212
KCNH2	519	599	703	795	410	355
CUL1	2336	2634	1872	2392	2271	2750
FAM114A2	695	775	526	624	547	741
CYFIP2	3936	2205	3352	2972	3990	4446
TAB2	2626	4074	2698	2849	2708	2849
GINM1	1307	1291	960	1109	970	1109
EIF2AK2	1653	2079	1176	1392	1225	1574
USP36	1600	1752	1834	1955	1718	1918
KMT2C	1855	2417	1949	1963	1836	1858
MCOLN3	32	20	47	40	48	40
CCDC85A	21	4	13	6	21	6
PUM2	4204	4279	3879	3627	3731	3897
MRPL43	797	653	1022	1145	1186	1161
ITIH4	17	17	30	30	17	18
ITIH1	23	9	25	25	29	44
HPF1	565	464	410	654	503	583
NPFFR2	5	15	4	16	7	3
PHF21B	11	7	4	1	6	9
TRAF1	1472	1860	1372	1355	1883	2554
RC3H2	1539	1582	1548	1471	1479	1480
IL17RB	290	189	406	341	550	248
TRAF3IP2	838	1386	746	1127	756	1127
GYG2	92	202	88	167	160	136
DCBLD2	515	841	434	514	374	333
SERPINB3	0	1	0	0	0	1
SOAT1	1417	1893	952	1371	893	1340
PKP2	1050	1807	811	987	1050	1807
MSH4	24	7	20	9	12	7
F7	9	8	12	10	13	10
GDI2	10334	9770	6647	8278	9033	9568
PRDM1	749	1881	1013	1537	727	962
ATG5	1070	1163	834	1094	936	968
TMCC3	501	1011	742	889	501	1011
PITHD1	1374	1100	1461	1693	1589	1540
MTA3	1317	673	1233	819	1192	827
USP13	366	407	329	346	307	300
ATP11B	1659	2360	1687	2156	1558	1896
LAMC2	788	4593	562	1469	1081	836
CDK14	578	742	674	594	644	565
SEC61A1	6496	10546	4609	8148	5335	6074
PPP1R12A	3524	4268	2708	2818	3524	4268
RASGRF1	108	58	92	73	178	166
CAMK2B	170	24	83	24	93	78
CROCC	1479	1000	1764	1586	1796	1973
POLR3E	1249	926	1224	1265	1208	1297
ATP2B4	3700	3928	3152	3440	2526	3322
ZC3H11A	11	21	13	14	14	12
RIOK2	665	661	451	564	540	649
NDC1	1383	1078	1107	1123	1184	1102
DGKG	117	125	178	95	149	138
FLYWCH1	1188	804	2382	1946	1262	1325
UNKL	860	742	1088	914	792	953
TBXAS1	516	2234	780	1999	493	1032
PARP12	1455	1749	1421	1557	1913	1950
ALDH18A1	2400	2475	1946	2818	3102	1859
TARBP1	1479	903	1536	1227	1599	1680
MXD1	1117	19914	1218	4210	1380	747
CDK17	1253	1563	1053	1139	1253	1563
DNAJC25	378	378	268	332	303	296
SLC2A3	2097	18770	2728	12633	2097	18770
PSD	861	218	1146	599	836	623
CTDP1	1036	1178	894	1156	1089	1133
YBX3	6868	8273	5261	5835	6868	8273
STYK1	112	204	137	196	112	204
WNK1	3824	4658	3946	4628	3824	4658
CCAR1	3091	2703	2676	3225	2538	3123
OGFR	3084	3629	3200	4029	3985	4342
GNA15	311	1059	234	705	257	531
CREB3L3	16	26	0	18	3	7
PIGV	280	265	377	458	364	375
PTPRU	239	167	287	217	199	246
RIMBP2	89	61	105	69	63	59
COL11A1	32	37	99	176	40	27
QSER1	833	951	697	741	680	754
MPC1	1113	922	900	1161	910	1161
ACAA1	1368	1521	1354	2258	1883	1853
BCAT1	915	1856	700	1514	915	1856
HDAC7	5168	4054	4952	4993	5168	4054
LZTS1	134	321	90	182	65	91
PRDM6	101	68	121	84	93	86
WNT8A	0	0	0	0	1	0
SPAG4	86	80	165	119	134	145
NCKAP1	2325	5092	1972	2905	1545	1793
MRPS35	1543	1506	1033	1526	1543	1506
GUCY1B1	1463	1291	1000	1243	725	1184
SFSWAP	1765	1466	1986	1796	2259	2326
TNK2	3501	2092	4079	3602	4179	4586
MON2	1589	1777	1619	1641	1589	1777
CDH3	324	273	227	234	258	296
ARSF	0	0	0	2	4	0
GPBP1	3380	3619	2422	2336	2684	2654
DGAT2	214	1636	220	952	214	1636
ZNF112	83	98	105	106	111	85
CS	5182	4859	3809	4588	5182	4859
LTK	182	120	165	168	242	190
MRPS24	39	41	27	48	37	53
ELMO2	1368	1326	1341	1380	1169	1428
WAPL	2055	2565	1754	1849	1800	2090
VMP1	5453	14075	4849	15502	5656	6992
APPBP2	1206	1359	1081	1122	1033	1174
POLD1	1193	791	1061	1383	1427	1408
SEZ6	39	28	25	8	18	21
EIF4B	12614	8970	11505	10337	12614	8970
SLC6A16	178	63	256	147	261	157
BICRA	1038	847	917	787	928	919
SPHK2	564	490	563	693	833	665
RPL18	16552	9676	20901	20293	31816	27088
ISOC2	807	827	689	1136	1024	999
U2AF2	7122	5531	6179	6980	6946	7507
EPN1	3313	2997	3589	4172	4602	3401
MED29	1409	1238	1232	1239	1348	1458
AHRR	3	1	9	8	4	0
GSC2	0	0	0	0	0	0
ZNF275	646	584	690	682	690	682
MTMR1	1409	901	1308	1132	1308	1132
GPC1	988	870	701	730	720	632
ADCK1	298	238	284	262	315	297
HAGH	730	626	767	916	931	829
RNF4	2865	2349	2128	2640	2376	2985
CASP8	1633	1810	1313	1575	1248	1784
LIMCH1	510	509	381	454	369	353
INTS13	853	847	562	810	853	847
TM7SF3	1296	1038	1225	1363	1296	1038
SPA17	38	79	45	78	38	79
TSPAN32	585	142	560	399	600	826
CCN5	13	5	59	9	31	17
ST3GAL6	212	416	193	377	213	326
ATP2C2	357	480	557	586	736	347
NGFR	1044	395	543	237	616	526
CDON	166	178	228	143	166	178
TAF2	944	1165	828	1013	775	989
HIPK2	1275	1937	1088	1152	1109	1270
TNPO3	1596	1949	1518	1863	1698	1775
RFXANK	654	492	705	856	955	918
TMEM161A	664	450	544	595	711	597
LPAR2	672	1326	840	1257	871	859
CTSA	3050	3913	3271	5782	4457	3763
SUGP2	3379	2792	5420	5205	5272	5326
SLC12A2	2223	2999	1889	2339	2535	2332
SNX24	293	286	262	402	264	240
EYA2	145	106	114	115	222	125
CNN2	7213	7371	3700	5271	5081	6174
ABCA7	2623	1718	3573	2489	3542	3549
SNCAIP	189	222	154	319	248	294
BTBD1	2342	2163	1854	1964	1742	2108
FAR2	630	1020	468	656	630	1020
BCAS1	713	1644	718	1386	1104	513
POU1F1	3	5	5	2	1	2
CHI3L2	1506	2788	1008	1478	755	1260
SBNO2	5416	10992	3416	7402	4055	5746
PMS1	867	604	658	653	615	755
HMG20B	1687	1308	1777	1987	2151	2014
CALCRL	872	2018	663	966	596	932
TAF11	1015	719	817	823	920	957
ANKS1A	1096	1459	1616	1512	1329	1446
AP3D1	4930	6340	3744	5198	4090	4270
ZNF76	1399	818	1656	1513	1704	1820
SLC9A3R2	1342	1751	1444	1516	1664	1269
NTHL1	293	219	332	420	493	369
GNAI3	2926	4325	1919	3226	2201	2626
IPO5	3845	4735	3072	3629	2987	3498
OAT	2366	2077	1781	2264	1675	1633
PKN2	1257	1855	1374	1419	1218	1350
WDR18	613	474	660	1033	917	825
TRAM2	1533	2466	1540	1999	1447	1557
NTN1	711	954	584	533	465	391
GLP2R	79	29	271	66	172	56
MCM10	243	302	172	383	189	258
DGKA	5616	2369	5818	5330	5616	2369
ERBB3	1313	1948	1991	1874	1313	1948
ROPN1	2	0	3	2	5	3
ANKRD44	2269	2155	2420	2112	2190	2991
KARS1	3856	4185	2642	3778	3778	4077
ADAT1	300	463	385	529	284	395
PDIA5	896	890	712	1148	862	1064
TBC1D22B	441	430	379	395	486	438
NDUFB4	1917	1785	1869	2434	2356	2152
MYLK	11170	15812	8624	11186	5095	8019
ZC3H15	2704	2454	1604	2306	1724	2200
MAP2K4	944	1139	745	864	796	934
PACC1	303	235	317	389	305	402
SNAP91	212	44	204	35	200	149
SLK	1651	3381	1570	2158	1576	1851
COL17A1	817	1815	1009	1518	1118	451
GSTO2	86	106	151	181	218	87
SEC61A2	312	303	349	379	278	309
PRKCQ	496	191	352	404	415	600
TLE2	897	381	1224	607	777	504
ASB1	918	933	1377	1414	1273	1255
FAM107B	6392	4181	4426	4199	5618	5190
ME1	327	727	295	524	213	267
TBC1D1	3229	3141	3264	2770	2773	3088
CDK13	2397	2145	2666	2010	2676	2305
MTHFD2	1635	2533	1109	1982	1233	1781
SLC9A7	699	280	1079	526	722	678
FOXJ2	994	1330	988	989	994	1330
YBX1	21938	18541	18543	23777	20705	22227
PDE4A	497	960	484	483	468	470
PPP2R5A	2102	1883	1530	1780	1750	1880
CTNNA2	112	25	37	27	65	27
ELAVL1	2717	2286	1741	2013	1997	2065
TIE1	1026	1667	1067	1762	958	1291
SMARCD1	2107	1641	1748	1693	2107	1641
KDM4A	408	485	555	557	670	533
NFYC	1601	1470	1551	1535	1872	1765
ZMYND12	13	15	34	38	23	25
SLC9A3	958	1668	698	2236	3069	664
NGEF	119	219	285	283	404	120
ASPM	620	329	522	871	574	553
CD84	1326	1700	1596	2149	1016	1662
ELOVL1	1954	2552	1771	2543	2254	2528
SPI1	2835	8118	3003	4609	3217	3971
POLR1H	386	275	422	481	548	434
MPPED2	77	49	68	48	30	24
CLDN18	10	12	26	25	15	17
ZBTB11	1026	1172	854	987	819	1116
ATXN3	741	766	621	650	653	673
FGFR2	962	836	869	646	798	577
LRRC40	682	634	452	535	403	565
ISOC1	983	732	598	733	730	733
EML1	692	922	638	609	574	579
TRMT11	440	364	430	423	440	423
THUMPD1	1813	1729	1342	1352	1346	1540
MSANTD3	362	709	255	504	265	384
ATG2B	991	1017	1289	1204	1188	1278
ARFGEF1	1548	1969	1595	1942	1529	1814
ACSM2B	6	3	12	10	7	1
ZFAT	350	262	289	269	407	441
MTFR1	543	627	377	593	417	569
STAG3	451	239	765	726	606	628
FECH	702	661	606	716	575	721
MYO9A	1061	787	817	687	882	738
DDX3Y	2793	4976	3577	3551	3577	3551
PFKP	2122	3160	1394	2785	2312	2697
IDI1	2116	3128	1552	2472	1801	2065
SP100	3970	4601	3941	4777	4112	4997
KLF6	5433	10287	6107	7988	6237	6673
PLPP1	1348	1133	1170	1320	1270	1204
NEO1	1174	1242	1351	1134	1626	1007
TRAM1	7752	8020	3629	5368	3910	5064
PHKA1	129	207	122	168	126	93
TNFRSF1A	4039	8801	2766	4783	4039	8801
CACNB1	367	242	296	290	409	406
EVI5	512	691	368	423	429	428
STOML1	366	394	288	408	591	719
PKM	16921	27849	13835	27665	19771	23259
DHX29	923	1525	843	1156	699	916
METTL22	305	390	433	486	384	397
TP53BP1	773	1121	1000	1098	818	930
TRO	324	275	464	532	314	313
RRP15	792	686	435	572	616	715
RHOA	17506	19143	13519	19068	14991	17947
DHX8	1041	1602	1094	1388	1175	1426
PRKCZ	413	308	481	433	579	383
ZFY	557	691	481	507	481	507
IARS2	2736	3071	2543	3109	2622	2938
SYT1	376	194	230	101	376	194
NAV3	106	155	95	100	106	155
IDH3G	1365	1233	1267	1656	1267	1656
ROGDI	319	244	486	480	666	417
PDZD4	468	217	316	218	316	218
ATP2B3	36	5	9	12	9	12
ROCK1	3118	4158	2640	3047	1993	2747
CBFB	2890	2308	1617	1811	1858	2167
PDK3	1522	1179	1497	1327	1426	1330
HYAL2	952	1273	584	1611	824	1242
HDAC4	765	1252	779	735	629	714
RASSF1	1389	934	1643	1564	1772	2010
FGFR3	545	466	750	574	1057	346
IFI35	922	1203	656	1004	1065	1323
HEATR6	518	591	619	726	527	655
COASY	1881	1823	1542	2260	2168	2238
PLEKHH3	514	309	583	465	513	406
MEF2A	1573	2253	1807	1900	1510	2044
OTUD5	2891	2073	2814	2716	3510	3317
TFE3	1995	3729	1794	2349	1610	1968
TBC1D25	469	424	413	424	486	544
ACSL4	1730	6321	1301	2947	1120	1997
INPP5A	798	1183	781	834	642	716
GPKOW	557	502	492	647	603	642
FTSJ1	939	970	684	1023	807	1088
PRR11	722	539	606	983	734	743
REEP1	286	216	237	181	244	272
ATP11A	928	2047	1044	1693	1025	1413
LAPTM4A	5752	5884	5050	6571	5070	5277
TTC7A	1602	1507	1655	1922	1980	2017
IP6K2	1945	1473	2543	2408	3340	2681
STON1-GTF2A1L	2	3	13	8	2	1
SRBD1	537	673	363	533	389	500
KIF2A	1620	1347	1194	1417	1328	1872
RASGRP2	5747	1426	8118	6047	5747	1426
PSME4	1870	2315	1752	2351	1908	2070
IFT80	467	351	499	486	424	534
SIRT2	1388	1206	1422	1578	1414	1596
ERLEC1	1758	2135	1307	1726	1311	1469
PPP2R5B	967	769	816	825	967	769
PAGE1	1	0	0	1	2	0
PITX1	1325	643	1573	1080	1237	880
TRPC7	2	9	2	1	2	3
MAST4	669	958	806	886	749	731
ADGRF5	572	2107	666	1251	499	619
SDK2	396	130	561	259	288	219
ADAM7	0	1	0	0	0	0
NUCKS1	7363	5444	5347	5534	6120	5646
VPS35	3436	4587	2683	3949	2594	3427
BCL3	2446	5986	1079	2527	2023	2100
KCNAB2	3188	3262	3225	3622	3533	4626
ABCC9	384	479	537	485	384	479
CLEC2D	4615	1947	3998	3118	4615	1947
FUNDC1	268	217	258	273	369	324
MAOB	669	224	685	263	581	338
RORA	583	562	574	607	626	936
DRD4	20	16	21	20	25	30
TGFBR3	1013	1012	1178	591	808	718
PLA2G10	46	175	82	234	139	74
ATP1B3	2763	4847	1789	4222	2974	2673
NEDD4	305	566	321	533	304	482
PIGB	369	348	261	303	283	385
MAPK6	1039	2800	799	1500	920	1041
GNB5	912	437	915	692	854	958
RAB27A	2063	3335	1285	2264	1328	1883
HDHD5	924	781	886	1092	1013	1030
UFD1	1345	1547	1291	1902	1465	1694
LRP6	578	738	671	706	578	738
GUCY2C	314	576	373	440	314	576
SCT	4	7	7	5	38	35
PHRF1	2195	1997	1902	2110	2134	2298
ELP1	1315	1283	1333	1423	1267	1615
NUCB2	2451	2418	1241	1699	1447	2017
PFN2	1045	1207	915	896	881	772
PTPN3	361	671	406	553	548	291
SPTB	36	41	48	41	24	34
DAPP1	1375	2276	1462	1176	1256	1782
FGF10	270	267	284	144	113	165
SLC44A1	1956	3469	1951	2320	2515	1520
TMEM260	545	571	571	587	666	658
SMG6	418	556	630	681	519	643
CLTCL1	91	96	134	156	153	129
FGF22	9	3	9	5	13	13
DGCR2	2238	2213	2335	2546	2834	2368
MNT	954	1074	735	754	806	836
ZXDC	745	775	999	1025	1044	1175
JMJD6	834	1437	809	1138	788	848
ST6GALNAC1	1025	2503	1177	2009	1374	923
WIPI1	542	932	460	913	417	463
FRMPD1	99	13	123	23	119	78
GBA2	2315	2637	2860	3295	3351	2719
NDST1	1600	3146	1483	2434	1583	1858
ASNS	40	21	53	59	45	48
AP3M2	550	572	574	719	557	747
CNGB1	102	23	43	11	33	7
ST6GALNAC2	44	66	57	41	42	32
CHAT	31	13	49	22	44	21
PABPC1	45013	35020	27764	27956	31581	37585
CFAP20	659	522	615	714	833	714
CSNK2A2	620	701	770	684	711	680
PTPN21	467	719	463	528	515	413
EIF2B3	618	592	421	652	526	669
CAMK2A	67	37	43	37	48	16
TCOF1	1960	1786	1438	1898	1924	2047
CDC42	9956	10723	6287	9436	7734	8885
OSBPL3	1063	898	1155	1101	1165	1239
EPHA8	2	0	0	1	0	1
SLC12A3	34	15	22	30	51	111
ATP2B1	2019	4030	2137	2050	2019	4030
TRPM5	52	16	147	63	206	58
NCK2	1467	1099	1665	1500	1632	1441
MAP4K4	4402	6470	4610	4942	4672	4455
MGAT4A	1782	2405	1699	2594	2014	2031
RPL31	16976	9481	21011	21482	28155	25827
WDR1	12377	15183	8888	14152	11490	13620
SNX13	1064	1699	1010	1155	1020	1155
MS4A12	567	275	298	620	2722	216
ARHGAP10	489	576	545	552	488	571
RPS6KA2	815	1479	962	1324	972	1324
ING3	693	601	557	519	554	657
LMCD1	759	1679	566	1173	456	1039
BUD23	1937	1397	1613	1955	2235	2278
SEL1L	2804	4897	2100	2967	2181	2776
TRIP13	278	290	231	574	290	340
ATP6AP1	2746	3744	2719	3980	2719	3980
TCF3	5589	2018	5070	3339	4950	3943
TRIB2	2584	1763	2123	2945	2936	3746
DAZAP1	5603	4456	4217	4460	5588	4988
MBD3	1573	1205	1372	1610	1783	1449
PRLH	0	0	0	0	0	0
HLTF	257	379	333	368	260	324
FAM3A	1033	764	1215	1076	1215	1076
CPSF1	4499	3357	3666	4141	5831	5699
MYO3B	17	15	29	9	18	10
CYBRD1	2483	1927	3337	1832	2183	1933
CDH19	306	320	310	205	265	299
PDCD2	1758	1513	1468	1693	1478	1693
SLC6A15	26	20	14	22	26	20
RDH11	1510	2012	1131	1738	1109	1401
PRKACA	3222	2970	1807	2298	1922	2079
ADGRL1	1308	750	1027	775	1069	934
SPP2	0	0	0	0	0	0
ACTN1	11326	21251	8780	14377	7393	11589
ZFYVE26	760	1025	1042	1213	948	1108
EPN2	336	449	429	417	319	335
PTPN18	4789	2896	5029	4000	5356	4200
LIMS2	1747	1275	2051	1379	2014	1844
ASIC4	6	2	5	9	8	5
SPEG	2154	2055	3624	2074	1630	1755
LNX1	90	94	119	108	190	102
ALDH3A2	1635	1917	1564	1820	1888	1549
TFRC	2712	7950	2233	5787	3023	3286
SREBF1	2997	3072	2938	3011	2706	3136
TRPC5	1	0	0	0	1	1
AFF4	1982	3240	2092	2471	1688	1948
UBE2D1	1011	2268	602	1096	643	1007
PALS1	657	1000	671	745	688	619
RHOBTB1	358	610	441	519	337	330
SMC1A	2766	3343	2689	3480	3602	4217
HSD17B10	1365	1022	1050	1553	1513	1434
MARK2	2310	2835	1848	2084	2310	2835
HMMR	599	334	497	799	478	537
CHFR	1733	1822	1465	1783	1566	1932
TRHDE	75	60	77	58	75	60
P4HA2	640	1022	698	952	691	661
FCGR2B	1034	2062	1503	1812	1257	1799
NFATC3	418	466	519	513	302	498
TRNT1	624	700	515	651	424	556
ACADVL	11451	11580	11470	14528	12390	10298
STK10	3139	5588	3496	4084	3655	4325
FBXW11	1369	1629	1338	1436	1235	1503
ACAP1	6254	2201	5271	5351	7508	9086
CRMP1	522	274	329	284	381	399
EVC	158	176	340	346	235	277
DERL2	1369	1493	1064	1391	1269	1337
SIDT1	607	401	685	629	791	895
NDE1	791	736	745	860	706	926
IRAG1	1843	2822	2154	2225	1241	1738
TMEM38A	95	42	163	84	149	99
AP1M1	2050	1424	1565	1773	1705	1983
PVR	461	1239	449	901	457	466
XRCC1	735	470	870	828	1026	930
SCARB1	1299	765	1224	855	1735	1247
CYP2W1	13	15	11	4	21	4
MCM2	1067	723	868	1117	1059	1234
MOV10L1	31	85	18	34	43	35
PANX2	27	135	35	71	27	23
TP63	31	27	24	38	38	46
ALPK1	860	1973	945	1220	912	1089
LLGL2	2202	2836	2547	3414	4464	1925
PDE8A	1129	1464	1241	1287	1539	1200
CLCN4	170	99	233	173	193	182
NLE1	441	396	358	484	423	520
SDHA	541	411	615	841	765	639
SMARCE1	458	361	401	475	361	427
FNDC8	4	4	1	2	1	2
GSDMB	1896	2076	2100	2405	2455	1879
KDM5A	1460	1682	1560	1749	1460	1682
ADAM11	26	12	50	24	37	49
PPP2R3A	246	491	280	310	255	177
FERMT2	2739	4444	1841	2538	1110	1939
ABCB11	24	31	27	22	30	11
DHRS9	814	1718	562	1367	1193	458
CD5L	21	0	6	12	4	8
PTGS2	607	8700	575	4136	541	349
IGF2BP2	634	839	425	548	624	426
MAP3K13	774	791	609	702	688	610
ST6GAL1	5556	2109	5499	3659	6072	6083
FRY	558	640	679	488	455	440
PICALM	4665	11772	3907	6288	4665	11772
NSF	1485	2072	1336	1748	1166	1507
GLI2	206	324	223	211	169	141
CLASP1	1123	1316	1366	1323	1185	1311
MRPS34	920	692	1181	1702	1705	1373
NOTCH3	2685	3176	2572	2498	1507	2178
CLNS1A	1808	1346	1561	1846	1808	1346
PPP2R2C	86	35	55	23	49	48
TEAD2	802	788	613	840	470	558
EED	1098	748	986	1049	1098	748
CDHR2	799	1321	430	1053	1277	292
SNCB	13	2	3	5	12	12
TSG101	1456	1563	1313	1529	1444	1454
NCBP3	1810	1893	1843	1972	1864	1889
ATP2A3	13428	6483	12476	11149	15225	12800
CA12	2290	4802	2693	4048	3663	1274
MGLL	2117	3983	3022	4737	4549	2256
NTN4	573	713	567	276	573	713
BCS1L	983	753	1004	1027	1156	1204
NUAK1	293	604	481	473	293	604
DPP8	1495	1692	1492	1579	1331	1620
SLC24A1	219	299	260	320	258	301
ZNF532	1285	1576	1499	1233	1159	1267
HACD3	1916	1734	1272	1537	1193	1294
IPCEF1	443	243	603	441	613	441
ZZEF1	1932	2683	2487	3027	2906	2464
NOX3	1	0	0	0	10	0
ENO1	20151	31417	14448	33692	20642	24814
SLC12A1	4	81	4	6	3	5
MYDGF	1946	2411	1599	3284	2027	2488
ANO8	881	543	758	845	808	1106
TUBE1	544	469	445	460	455	460
ARHGEF10L	1617	2229	1644	2138	1888	1475
KCNQ2	89	26	35	6	61	19
TACR2	53	126	297	424	102	136
ACTR6	682	572	553	651	682	572
TIPIN	217	220	170	248	227	228
SRI	3315	2796	3121	3676	5470	2705
EIF4G3	1942	3133	2158	2954	2098	2291
SEMA3A	441	329	287	251	301	383
GTSE1	578	302	540	770	631	580
SEMA3C	933	2158	849	1111	804	649
TTC38	1021	1000	1169	1428	1356	913
ACAT1	1145	752	1052	1193	1145	752
GRAMD4	1562	1697	1376	1923	1860	1357
CELSR1	784	439	1103	607	827	756
WNT8B	5	0	3	5	4	6
ZNF638	2798	2875	3083	3035	3031	3248
SLC25A40	927	864	681	754	693	854
TIMM21	813	692	560	893	764	887
ADD2	256	134	251	343	244	313
FGF4	0	0	0	3	0	0
RASAL2	402	762	411	564	366	401
VPS9D1	506	1636	644	1163	734	904
ZNF37A	861	846	862	753	745	829
MARK3	2756	3125	2291	2687	2565	2777
SLC25A3	8718	8771	7730	10395	8718	8771
FNDC3B	1504	6986	1042	2461	874	1128
FOSL2	2622	14414	3658	5633	2314	2323
CACNG5	25	7	43	4	36	10
FRYL	2026	2503	2241	2319	2660	2246
TMEM131	2487	2999	2889	2636	2895	2828
FSCN1	2461	3246	1235	2857	1245	2857
ACTB	213563	276270	106849	182997	106859	182997
PLD1	613	998	780	843	779	723
ATP12A	0	0	0	2	2	2
WDR62	483	266	517	505	520	383
DLG1	1841	2064	1685	1778	1605	1672
RAB7A	6946	9496	5253	7802	5885	6844
BCAP29	27	26	22	32	11	23
SART3	1730	1580	1808	1864	1730	1580
ARHGAP15	1212	962	853	1170	1101	1451
PAX2	0	0	3	1	0	0
EXOSC7	565	418	525	732	754	692
KIFAP3	1036	886	824	965	872	863
MKRN2	1048	895	853	846	736	978
MCM6	2380	1813	1673	2112	1900	2223
REXO2	791	882	718	1148	791	882
RBM7	871	1081	570	692	871	1081
RBMS2	774	1019	785	814	774	1019
BAZ2A	2749	4094	4272	4338	2749	4094
PTPN23	2249	2334	1883	2086	1804	2142
MLH1	1408	1229	1010	1289	1240	1439
UNG	1150	789	907	1022	1150	789
FMO4	124	90	154	126	160	145
KLHL20	599	564	580	604	482	630
RGS11	242	85	279	140	240	143
SLC46A1	161	126	144	181	252	223
PLXNA2	577	1403	753	977	838	485
SPAG5	670	452	707	1052	840	812
ANKRD13A	3216	3272	3401	2704	3216	3272
TPD52	2786	2655	2295	2349	2764	1854
ACACB	635	442	1389	891	635	442
TRAF4	1023	829	996	1108	1863	1217
PAG1	2004	2742	1588	1806	2050	1745
GPATCH1	630	439	439	452	428	484
ICAM3	443	387	365	445	486	583
NT5C2	888	2113	934	1255	841	971
MCAM	4179	8441	3018	5408	4179	8441
GPC4	770	876	762	637	762	637
MBNL3	1166	775	1049	888	1049	888
CAMSAP3	417	619	450	600	671	255
RAP1GAP	590	585	463	450	478	182
XAB2	1773	1339	1720	1742	2022	2051
ARHGEF1	14666	7309	14278	12648	16953	19731
STXBP2	1387	3023	1824	3482	2241	2171
MAP2K7	1603	1313	1501	1509	1796	1787
NMRK2	5	1	7	2	1	3
DGKD	2106	1763	3766	2890	3695	3387
CTTNBP2	92	54	113	72	81	76
ACTL6B	20	4	5	3	9	1
RARB	254	153	253	153	164	204
TOP2B	4785	4479	4455	4213	4239	4990
TM9SF3	6269	9745	4301	6126	4639	4716
NFKB2	5007	7523	3832	5185	5463	6164
UBE2T	304	242	244	501	367	367
PPP1R12B	3444	4874	4293	4786	3009	3223
DNAJC10	4297	5236	3215	3590	3429	3825
GTF3C1	1511	1871	1886	2174	2020	2139
IL4R	4959	7482	7817	6823	5492	4925
USP33	1656	1921	1629	1603	1392	1740
PAK3	104	85	122	105	100	97
CAPN6	1592	374	706	238	767	770
DCX	47	5	7	3	12	7
SPAG6	3	2	1	1	6	3
EXOSC5	381	257	306	399	513	500
DYNC1I2	3006	3488	2212	2975	2199	2719
APBB1IP	3005	2991	2537	2690	2693	3199
LRCH4	1123	841	1190	1214	1217	1556
FAM76B	1307	850	940	813	1307	850
SIRT6	818	907	721	1110	1169	866
TYR	0	0	0	0	0	0
POLD3	1021	1220	698	1085	1021	1220
ACTN2	23	22	31	10	53	28
CAPZB	8654	9711	7912	10774	8686	9609
GPR137B	644	878	537	793	439	681
NAALAD2	106	51	117	44	106	51
JADE1	1128	688	1092	735	938	1020
SLC25A43	595	616	408	576	416	487
UBE2A	2187	2305	1728	2404	2324	2161
FGFR1	2804	2892	2900	2357	2270	2329
FKBP6	90	35	110	70	100	119
SMC1B	45	19	29	12	26	19
FBLN1	8123	3256	7541	4574	5707	5123
ITGA8	207	284	377	250	298	438
CST7	416	636	307	648	270	323
MAP2	232	195	168	117	105	106
PIAS2	879	700	712	669	694	747
AMPH	166	226	118	231	128	81
ARAF	2102	2010	2017	2148	2523	2363
MCCC1	730	480	746	671	811	858
FAP	136	986	128	825	70	160
NEBL	156	476	142	179	159	174
ACER3	1096	1496	698	1057	1096	1496
UBE2K	2620	3461	1967	2723	2287	2578
PIK3C3	1143	1213	945	1110	943	1196
N4BP2	443	646	350	459	372	457
TIGAR	237	361	295	358	237	361
TULP3	895	951	760	754	895	951
SYNJ2	554	916	683	1051	693	1051
ADCY2	33	27	45	18	50	24
PPP2R5C	4706	3909	4111	3903	4331	4687
RBFOX1	97	74	69	53	78	33
GNB1	11077	13903	9352	11810	9987	11186
HOXA9	399	423	428	441	438	437
EDN1	411	779	501	527	667	322
MLLT10	956	893	1220	1008	904	1099
ZCWPW1	192	171	238	176	210	223
ADCYAP1R1	253	106	197	88	207	99
FGF20	7	0	3	3	0	3
P2RY10	1067	520	950	941	969	1310
ITM2A	2415	782	1317	1270	1287	1496
NRDC	3829	6318	3199	4448	3201	3891
VDAC3	2515	2327	2103	3348	2632	2854
PCM1	3082	2729	3081	2959	2601	2930
TNRC6C	943	544	803	600	824	912
CBFA2T2	1133	887	1644	1176	1281	1171
BRINP1	14	10	4	7	22	6
ITCH	1483	2285	1518	1900	1247	1520
PKD2L2	19	14	12	19	20	14
TP53INP2	1177	2021	871	1475	2162	770
SDF4	4484	4972	4302	5861	4987	5022
MYH7B	71	32	146	105	127	82
BPIFB2	0	0	0	0	0	1
TP73	94	18	81	41	93	66
TOLLIP	1375	1518	1464	1835	1476	1297
UBE2D4	348	259	208	248	218	281
CLUL1	2	2	7	3	7	4
RUNX1T1	512	388	466	250	282	249
